conv_id,n_turns,total_tokens
5e9be5b4-da39-4eab-a329-b5eb3f1c0cc8,1,112
5ee82650-14e3-4ce2-80b6-0d2b5686b386,3,311
5f1759cb-c89b-4f72-84ec-9c9ab6ff39b3,1,152
5fcdceaf-f426-4138-8cfc-4a898d408827,3,300
5fe40863-061d-4bd5-a07d-a3d323ebe48f,1,118
6029A3F8-A9D3-4F63-8485-E4B5C3C21019,3,307
602d9d1f-243a-4164-9e28-e2a677c57727,4,418
6045597e-73d8-4b80-8a7f-b1a1d7007cea,1,120
6049a316-1953-41cf-9ada-b6f4c34f7d2b,1,126
6050D193-57DC-422B-B1CF-A309BEA6250F,1,73
60811888-5321-483c-8748-f9bd7df23f23,1,159
6088D39B-C10F-4123-A498-5D098A0E09A3,3,223
6092BDB7-7AD3-4B32-8029-49E69716BF1D,1,217
60B847E9-E500-4170-8DE1-3B6D49B6FB98,1,201
60F19B1F-BCBC-4920-9F33-3BBC02FC8464,1,175
60a56be0-9e3d-483c-9b21-a75eaa16d2c9,3,753
61084877-d84f-42ee-bf9b-b7d09776eb58,4,525
612705eb-9404-4dda-9338-d6f3fa875358,1,118
6142825A-087C-48AC-BD29-BFFF302A1F63,1,107
61477EC2-C850-456F-BB7A-62D72CDA3DBC,1,127
6157D11C-B690-4C90-8AC8-06DCC83C6DD1,3,549
61993e0c-435c-4372-8cf2-943e704ac5b7,1,217
61BA494E-F597-401D-961D-862ECAC7309C,1,95
61DE5643-BEDD-4681-A2AA-DFC660F16377,1,144
620753A3-115E-43A4-B1CC-A7346A5449E5,5,649
62104826-9DC3-46E6-BB4C-DA5E67846899,3,547
62153cdb-e668-4aa3-a2a9-3a6c11561887,1,192
6218d29b-f273-452c-a6ac-42be518487c9,1,100
62231683-8d6f-429f-8d5f-c9ae5fe45e40,6,395
6236b1cc-e291-4dd9-8bee-e20f387d1e75,1,224
62738380-898A-4BE0-BA85-4542777FAF51,1,67
628fbbbf-b53b-4f9c-93e9-5bece73f744c,4,480
62BC5FBE-7746-4FA6-970E-50236D428AFE,1,90
62C21C73-0455-424B-825F-999FF9135E81,1,210
6306b7b0-e4e8-4d7c-a782-3401e6ec5bb5,7,790
632672A4-2D5B-49B3-9867-B4068F9A9BAA,1,154
6327fa99-b98a-4280-a076-b388bba460cd,1,179
632d7c4b-fba0-41c3-a282-b7bdfc6b3871,1,98
6336C112-7740-4F5E-9CBC-DEA08A936265,1,204
63543d9b-7a4b-4a2d-af98-f7b22606f382,3,528
635C8602-FC38-4CCC-936E-1099ECDD008C,1,149
636e4c5b33a6284ba8551586b8355edb,4,697
63BD4752-49E8-4C04-BC33-92B360C0CD53,1,206
63D56CA6-3F52-4B66-8AB9-C090D2C0DF07,1,146
63DB74FD-5FE7-4473-A2BF-30E9D9BB9998,1,240
63E68BB5-89D0-4F3E-B996-53A4D469D08F,1,153
63dfa29c-c1ef-4014-be13-decfe55faf12,1,158
63e4f92a-8322-4408-a8fe-b5f47e9ff08b,3,507
641ed687-925c-4371-abf6-48a51aecf3e8,1,114
642DEE5F-FA8F-4A2A-A26B-536911E55C6E,1,139
6443a999-a2c2-4969-aca7-78e364a30e8d,1,155
6489A23A-6978-4EED-8762-692969DB89AC,8,1637
64971c93-83f8-440b-8c4c-a86afe5254c2,1,174
64D6ACA4-1C37-4054-84F1-5379CAE52FC3,1,68
64E06567-6A8F-4EFB-8E5F-B76FB020297F,1,188
64aa796a-771c-42df-841e-8e946270de27,3,338
64cb93f6-4559-425b-b515-8e2493c28b99,1,223
64d0e462-6a3c-4ce8-a808-17f1da337840,3,362
64ef8762-bcb7-482b-a10f-7398a47b54db,1,186
6514a694-5ec4-4833-8bbd-89dffba9d631,3,376
6518347C-31BB-415A-AA1E-0EE190B35899,1,162
651EF367-A65A-4B96-A51A-612B1653CAEF,7,1556
653d8c42-1e7e-4e47-bbd5-bab721a541a8,3,646
6560D57E-EA93-473B-A154-A36459BD33ED,1,182
65BF0109-3F58-488C-AB59-3EE18AC395EC,4,871
65DC8CDC-FCC5-4296-AF63-5D046648F2E5,1,104
65EC49E7-F49A-48F4-9237-47ED9C298872,1,109
65F56192-F205-4F52-8383-27640ED77FFD,1,251
65a79452-a483-4186-b4f4-d5b766c2af50,4,317
65b6fd75-8a7c-41e4-82f5-b46fa93432b6,4,406
6605F624-DC22-4891-82B5-A4DC2B0A59E0,1,75
662e0df3-d6c4-46db-8690-c77b7fc1a7fc,1,125
663c9b83-3d44-4203-89bd-aeaf4b43325a,1,139
668fe065-cb3f-472a-9999-34eb898202ea,4,850
66A7F13D-5E7A-44B8-8627-7CACFBFDD599,1,129
66d097c6-cf0a-4f5a-bead-9b1254338ec8,3,345
6711CEDD-03E3-404F-95E4-109AB6CB7EFA,3,220
6718E6BE-C913-4F16-88D6-276B8ABC3633,3,302
671A7AEC-4101-4D85-8DB6-7D590486FA7B,1,145
67B7A618-FC41-4E92-BFCB-E4F944627C86,1,95
67DB2EB5-4C86-4DF2-9A05-827020379B81,1,189
67F8079D-AE19-47E5-A39B-28D4C9FF39D5,1,72
68144a0a-6ea7-4bc2-8ad3-b014ac799ae1,3,373
6837e7a0-e54a-4f2a-be7b-dffcfe0eb4fa,3,329
687727a2-4752-4b94-a3c7-dda91af7d972,1,212
68835089-2517-4417-acf1-8f91c34dc502,1,121
68AE91B5-DB16-458C-B93E-E153FAF10FD9,1,97
68F1C31D-016F-4D14-B6ED-AAE4A1593021,3,335
68dc90fc-b764-4496-aaa6-b65be2eea765,3,693
690868d2-9c3d-47c0-afba-7011cc77033d,1,158
691D38DB-A90E-4CC5-8EE1-3594E4CE5BCF,7,926
693E5F9B-CA5B-448F-BB53-62F68F472BAB,1,141
69545247-368D-4B20-AA80-54BF03703BA1,1,121
698390AF-AE2C-402D-9909-1F493532E42D,1,123
699FB4AF-9900-4225-A39E-C69FD9BCA315,4,580
699f6a67-addd-4172-a4e9-63d4890d9a2f,3,436
69b36561-4bf3-4103-a69c-1f467922d448,1,197
69bedaf9-8be4-4aa9-aa17-137f6ae5623b,1,165
6A3F750D-D96D-4066-8F79-DE76DCFCE344,3,767
6A43139F-5707-4A2C-A637-5BE14171DEC9,1,117
6A735834-E981-4B6A-84D3-5094E3DA76CB,1,124
6A84C20B-5D91-4509-972B-1BD1190BD83A,3,421
6A850091-2458-4B83-B51C-EE98E4DBDC83,1,102
6AAC9D18-77DE-43FE-AC26-BBA5A21BCB4E,1,111
6ABE69A8-51BF-4C67-ACDE-B274B04C5892,1,76
6AF3D990-5A11-4F09-9F72-C30389A6821E,5,879
6AF57552-A98F-4827-930E-C3B4B1E70A6F,3,430
6B550FFB-05A4-4672-9F4E-EDC16AEAFB13,3,352
6BB9413A-DB5B-41E4-8C48-79D184C48061,1,124
6BFED13A-887C-43A6-9430-6563E4C957B5,3,256
6C31FF11-F91C-44E5-8126-1D24C011E83D,1,94
6C7DB248-E70B-4C17-B74B-1A990454EFF1,1,128
6D5A3AA8-4766-4C12-866A-6F57CB00421A,1,47
6D8B4ED1-CF5C-4026-A71B-2581A408DFD7,1,73
6D954AC0-224A-4BF0-B81E-7E442AB012B9,4,395
6DCEAECB-75E5-4D04-9C6F-3557848CE9B8,1,143
6E51FDC9-60BA-4500-8A98-12D45394C32B,3,384
6E6AF78E-8934-4821-BA19-0FED794FA347,4,384
6E6D35F3-CB54-419A-9A16-E838951F73A2,3,313
6F22D670-E23D-4A46-BC05-60C14514421C,1,219
6F366EB9-BEF9-4A78-93E9-D4BF0A860A38,3,301
6F372D91-FB1A-49C6-8A1D-7CD1CB32D526,1,87
6F419E64-CC3F-4359-81A1-30524E2A989A,3,509
6FC54AC3-C7CE-452C-A2AA-A099072BCDF1,4,722
6a43927d-bff1-44f5-99f3-721f8ce76a3d,3,454
6a89a651-8992-49df-9a4f-26239b774005,1,78
6abdedef-6166-4d0c-86fc-3f27cdce79ee,1,107
6addcbfc-64fb-4e02-a0cd-ab0392a51872,1,90
6ba8c727-20bc-4c03-8ad4-14703bcccb3a,1,193
6bced80c-8a53-4205-b9ff-a0451e2fe8d1,1,117
6be1cfd3-f6f6-4a2e-b3a6-42124916fb10,1,230
6c048aea-b357-4ffe-95f8-ce20378161ee,1,59
6c8d732a-601a-46b0-ae08-8750b2273a2f,1,143
6cabd0d9-8ae2-4950-830f-fbc924d01d91,3,480
6d02acc3-272c-4173-b43d-bea45a5ebd45,1,147
6d359e73-e4d2-482c-8167-49a0ba5cb037,1,145
6d67e107-7441-444c-89fa-8dca68c1c49b,1,78
6d6ba893-d64f-4f9e-a782-68a6f72a90e1,4,732
6d6fd6f9-c3fe-40bd-8b2a-530a7bf85063,6,570
6dadafda-9010-4f3c-a7f7-43ef12052135,6,850
6db7ac04-3b98-4ad5-9d0c-1d627db7d6d3,1,128
6e12f2ce-01f0-4541-83ae-064ff6bfd50c,4,595
6e64a695-5335-472b-a160-4d3b094bb703,1,235
6e96767f-ed32-4cfb-ae12-87dbeef71093,3,277
6eabccb8-5c01-4ad9-a463-539c10f8e62f,1,291
6ed76b23-a334-4ae4-b340-e4d55901ed43,3,457
6ee6ee63-8239-49cd-b3ad-51ab15b2cdef,1,217
6f057319-cf07-448c-9c5a-b0273fadbd04,1,113
6f187554-b482-4b6f-bc38-4c714e0c29a4,1,136
6f3c43f8-c9c5-4652-83db-22a14133159c,1,184
6f60d7c6-8eaf-4496-a5ab-9c8f1cb40a4f,1,87
6f676669-099e-4b7b-8ed9-17afc46ef523,3,267
6f6aae9f-11e9-4482-b221-61a8af97707f,5,709
6f824a29-db31-4363-b79c-ec4b3f6704e4,1,129
6fb0c58f-229d-4bf8-abf3-d8952336f448,3,429
70116252-d06f-4d38-a0ef-ec4878a15037,3,268
701263EF-1356-4162-A6C7-76A3F63C08DB,3,422
70390AE1-8C34-4A86-BCB8-4668E2BEB386,1,102
70471cf1-418a-42c7-aa32-c64e7fe17657,1,94
7048440f-486f-4149-93ad-dd4a46cd18b8,3,297
7053892B-C2E4-420D-8A9B-2EF77A79EA2D,1,194
70654cf3-5062-4b31-b39f-d02d8f9dd813,4,974
706c27e4-3d6f-49d5-9b04-5e3feeba86a6,1,133
70E43794-1953-4F15-8012-7F51111EFAFD,3,270
70ed1e97-26ac-4b02-80ce-1f4d73bbac3f,1,124
70fae4ab-e5e9-42cb-9b49-acc00dc2e626,1,120
7117E424-145E-4F30-AA3C-CC7AD12B63CE,6,648
7121EF24-637F-4706-8337-4407EE5A45C9,4,441
712257DC-B8A4-4CB2-B840-3AE791027762,1,96
71280f82-7ad1-44fe-926a-3058d4531d9b,1,146
713319E1-7462-42F5-96E2-79558C2E319E,1,110
71359a4718ea852d63c2cbcee173e9e5,3,268
714A39B0-C406-4562-A068-68C7D5825334,1,150
7156F8ED-FED1-4269-A11D-69BA1340F25C,1,134
7191AD4A-AE87-478F-82EF-AB6390430373,4,386
71a6df8a-93de-4374-ab5a-5ece1b653b35,1,120
71b4803a-f195-4b5c-a543-1dc5bfad2229,1,143
721d19c5-df8f-44b3-b884-ecc280d25a98,1,80
723cd401-510f-461f-9a06-3fc0dceec4ad,4,462
7246872D-9F3F-44E1-AC10-AA637B8C77E4,4,396
726e4681-7bdc-4c5a-8492-b81ba509e17d,1,83
7299a12e-6f18-4f34-8e4c-c570c0e81c6b,1,92
72A976EA-A041-4220-A555-49300FE9D55E,5,686
72BA68EE-23ED-4F4D-BA09-7CEA761BB72C,4,852
72C11FED-6A27-41B5-B466-38C7DB85CB22,1,171
72D20C2B-DAB6-46CF-AD21-A3347AB5B55D,5,1121
72b8a0f6-d42f-49eb-8743-07bf3df2f5a7,1,69
73195bbf-e7ce-4101-9e73-d5754592f5f5,1,93
732514c4-255c-4934-bd5a-f84ff2f5f315,1,167
734467F0-DAB6-48CF-A6E6-9096200061E5,1,234
7362749c-43ed-4723-a3ea-e966becc4880,1,125
736ac7d7-d705-4f5c-a45d-be2a3ad49e68,1,94
73EF0627-7C2A-4908-B760-D878E5441D83,1,143
73FD232B-AFCB-4D8E-8EDC-26ACEC650203,1,123
73a02622-e1a0-4de9-b587-dbff9b6e96ef,1,182
73d1f6fd-eafa-4c32-8661-d1820b7ecd02,1,76
74295EDA-0AF0-4445-97CE-58AA6E418B62,3,307
745eb421-5a7c-4114-b46f-7f29af6f3a94,1,163
746cddaa-42a5-4315-a33e-85dcb0219156,1,83
74746e4b-0e41-4f77-96cc-78d1457ecde0,3,530
7498d767-bb78-4d12-a080-93f663080dc8,1,100
74AF8A4F-67C3-4C7F-A76B-4422619AE0F9,3,503
74B769D6-877A-4D49-88FB-40352A202405,6,768
74CD8EAB-603F-4C45-A178-69180907A666,1,124
74ad81a1-5b4e-496f-825f-a0e57cc6590e,4,703
74b67be5-0bad-47d7-ba01-eb49b225be8a,1,131
74fe5221-0bb3-4658-bfc4-93873eec4108,4,892
75080c38-0be7-48ef-845d-6e37f0035377,1,147
751FBA9C-BCF7-4014-911A-55279641D89E,4,603
75271176-f6c7-458e-85fe-04e1fa2b59f0,1,130
752A69D6-6311-44AC-8600-0108079D187B,4,568
755063d5-b968-462a-8ef0-6a083fcfadc4,11,1255
758983ed-c163-4667-866a-87f1c2f45be3,5,383
75d50ac1-643d-478a-8d43-4373dfa5753f,1,70
75e197df-4447-4e98-b9c9-8cd7a5a3edb3,1,140
75e4b578-1dfa-420d-a81a-5bc7e3a8667a,5,679
76039544-3C6E-4FF2-92F3-F60BF19AA04C,1,169
7615806e-4f49-49c7-ad61-6102fc95d9f1,4,660
7617E168-901E-4442-BDBA-CAEF1F23AC99,3,625
7686DEAF-34D8-4609-9129-C2AD3D1E435D,3,411
7696951e-d6a9-4d12-a924-e70e64213d3e,1,75
76B8E593-79F0-40D2-9330-77BC290791E8,5,830
76F25280-3BFE-4EE0-84EB-CC41E9CBF936,1,68
76d108cb-9347-4e90-87f1-f971b90fd980,1,152
76e13b19-4376-492d-955b-bc76d90e6eb0,1,178
771A0052-5E56-4F4F-BBB0-A1A5C0F719AC,3,474
7786E242-A353-4A85-B1D9-4F0A5F310D10,1,195
7796A1CD-E063-4B4F-92E2-1078F0A285B3,1,175
77CBB3BB-C162-4A0E-B446-0BDDB3862826,3,538
77DA77C0-1935-4323-928B-200E86F7ABDC,4,425
77dea95f-cba5-48ac-9301-d18073a60a20,1,127
781fe16c-794c-448b-9692-276554892039,1,82
782ced34-f5f0-4293-a7e3-f38146482f82,4,420
7873E955-37AC-4A77-84AF-A3B4C641BD55,5,745
789BB934-211A-4B28-96C7-C8A5EA80B304,10,1488
78D427F0-BC91-4E1F-B342-DED381A0240A,1,142
78D5EBC6-43DF-49F7-B2A5-D4ACBAC9B939,1,82
78d61092-90ef-4a42-90af-c8e394b2b457,4,600
790780b2-fa80-4bb1-a4a8-4137b69d31fa,1,123
7927998A-0F7B-4440-BE69-3E8DCBA5F157,1,94
79418ED8-0A76-43E7-AEFD-74AABEA89413,4,563
79616C38-8E83-4789-AC4A-72D4DB22FE5E,3,663
79808126-46cf-48a0-95ca-8edc63382b27,1,152
798a1b5c-57d1-4aa7-9df2-b4706ddddfbe,3,456
798b1da6-4f55-4389-80d3-541a3b0525b1,4,469
79C20EEA-9F24-46BD-8483-3135D9B73964,3,363
7A0A2D6E-C9A1-4B04-B150-1E71EF778065,3,313
7A4BA2F4-30FC-470A-B0EA-E49AA6908E46,1,62
7A841F2C-B177-400D-881D-6FE6DFCF5735,3,365
7A8CD45F-60F9-405D-93DC-871A835427F6,5,1073
7A994842-042A-4AF4-9472-80E53F0F749A,3,528
7B3CD6C7-C483-49F9-A83A-9267FB2C1D3C,1,124
7B60CAD2-9CEE-4614-AC14-D3E69D7C38A9,1,129
7B791786-D8BB-44EE-AA44-15B1F4B067AD,4,762
7B8F3321-FC12-481F-9934-B471505AA6EB,1,211
7B985ED1-1AD6-49DF-86D2-EC307E262DD0,1,75
7B9BE00C-434C-4CED-9BD6-0F347055422F,4,539
7BA27DCA-2DAF-4897-B3A4-DA013D9AD6BB,1,196
7BAA1A68-8AAF-4F89-8175-3D10AC59BCC3,1,157
7BDCE617-D1B7-47D1-83F7-6B162E6779F3,1,153
7C2C772A-ED35-468C-9479-166B502272F3,1,84
7D066DAE-111A-44E0-8148-2B3C6C6836F2,1,233
7D1D58CF-D299-4E6D-BFEC-2FAA56C0D4DB,1,150
7D236B32-B015-470B-9A98-727DBDA1C3FC,1,138
7D8EACB6-96F5-47CC-9370-00A75ECDD49A,5,597
7DB2252A-B4B8-4834-B4BD-8026F2708812,4,354
7F509A0F-E788-4659-9FAA-19D4E2BB1E23,1,72
7F65DA0C-7DE1-4DCB-8A66-26B9BD94ABD0,3,315
7F94756C-3487-4314-94FD-9ED92C80FF56,1,79
7FA81088-CF87-4BC2-B1DD-C8B29945A202,3,444
7FB39052-B340-4A91-ABFD-68BCA5AD4644,4,557
7a2eef5f-66e0-43a5-9a61-231c6112560b,3,437
7a872429-6180-4b7d-8113-d280156e65b3,1,128
7aff8ef3-969c-4234-a1ad-ad797cc9ee5c,8,1639
7b027d7e-c2ce-466c-9dca-6b126a02db79,3,394
7b164cc4-914f-4af3-a177-ad67d2bdf471,4,661
7b654ba1-ea29-4008-ac56-01604189116d,4,557
7b9fffad-708e-4950-9ac9-0007c41fafc2,4,348
7bb1f51d-a213-4b5b-b24d-a315b5b8545f,1,135
7bd2d37c-910a-4350-b7f9-1bddd84edbaf,1,125
7c162a8c-7df3-48df-914f-24afdf8cfbc2,1,173
7cadf2fa-eb8e-40a9-860d-f87f3ccbe094,1,147
7da7d7d8-617d-467e-b16b-7aaf4c068bf2,1,174
7dd66d1f-00c6-424e-b16a-ac02e857c80a,1,57
7dee4e44-dce6-4ed0-82cd-56e837178d3f,1,206
7e4e3fb4-567b-4c53-a9d4-ccec68edc331,3,233
7e5ffb3e-4c36-4477-9be6-1124feb073cf,3,367
7ea295c3-7270-4cdc-9c5c-b3a4a0d9c0e5,1,170
7ea4899102d04a5851d4b8561cddf052,5,485
7f1afcaf-c011-4746-bc26-8aa98b5d8f3e,1,68
7ffa7b08-43dc-4994-a2d6-c60917f52358,5,684
8043C5FF-A281-4AFC-8440-C2BDDC8C86CC,3,453
80542162-5B54-4308-88E1-933C92EB70D7,1,154
806721E1-7C74-475C-A9C2-2A46AF77D6B4,1,173
807B4D74-41AF-4E39-A7AE-6DF11269FFC9,3,350
808272E7-B71B-4EDD-B333-D04A70486E8F,3,470
8091a27b-4f3c-419b-ba9f-4d7fdf68f09b,5,743
80999a39-103c-4cf8-8b42-5ffbdf99cefa,3,399
80D25482-CCCF-4782-B2F0-721475D6BAE0,1,108
80DE6FD5-F2D3-4C3D-8B70-88E4A0F56040,1,187
80c03a02-692d-42b4-bf9d-988d27160fba,1,203
8104505F-C002-497A-AE81-FF6311494A53,3,390
81424bcd-ef60-45e9-95f4-024ba48c26c1,3,309
819e4189-d35f-4950-980c-5d30394a8fd9,3,659
81BD2D7B-DB56-402C-B680-EB8FA0FD1F36,3,467
81BF6BA0-9678-4809-9706-EDB2A52FB60F,4,511
81DEA5EF-9F74-4C55-BF91-70BD1E722CDD,3,299
81F3CB97-E23C-47BB-AEEE-53044C5E3936,1,114
81efa0e9-2818-4fe6-8bdb-49aa31e0c886,4,604
82150ae1-cca9-41c0-9b5d-b512e3311e33,3,597
82640bd6-3d8b-4329-b195-1a5725d71d83,5,874
827F557D-B4AF-401A-8B57-B8FFFD9865B8,1,165
828b12c5-a48b-4221-ad71-7ad4d9cfd031,1,112
82930a1d-c188-40ff-982c-b80303f860ac,3,368
82FA6FEC-F651-46FC-8278-2304C3CEAF1E,1,143
82a488ce-1f09-43ea-8eb0-1b01701c7473,3,235
8310B7B2-507C-4C81-B737-58BD12B52667,1,93
831D689B-6D89-4454-BE73-79E6E1F4FB96,7,887
831b4c8c-426a-4166-a265-cbb9ca8196cf,3,287
832ecb89-383a-4084-8196-c029eb22b0e8,1,71
83ADF74A-4CCC-46EE-985D-14A9B5D0CCC1,3,582
83CEBD03-99C5-4CF2-8873-F5E31E84A863,3,627
83F6DF62-898D-41F4-B42F-EB754707CDE2,1,195
83cfbd01-b479-4942-b393-b1f9a92a249e,3,313
840a6d39-d202-4441-9dfd-0e44803e09bf,1,145
841bc0bf-f84f-40e3-883e-63dd8962a379,3,404
842DD643-5C7E-460C-9C67-4BB007BFDF46,3,277
844E6AA1-0F0C-417C-87FE-60B02307607E,1,163
8467df24-b17c-4282-aff1-5902e51fed48,3,280
84A366B2-152C-411A-B14A-2D3040D0B981,1,143
84E1DBAD-C56E-44A3-A213-D76F8191B0E1,3,265
850118a1-b9d1-44ac-836d-5414306ffa47,5,1227
851e00b5-5f01-48a8-8f85-aea469fb902f,17,3299
85389A9F-CDFB-4CED-A296-9B783D74CEEB,1,227
8543484E-49DA-4341-B1F6-08FEC214E6A3,1,190
85651ab568f71db474d2ec0f584f8099,3,317
8571d419-80a0-4af0-9168-c93b335905d9,3,522
858E2139-2DFA-4B77-A183-3858B75CF773,1,201
8596085e-e7a3-4b4b-b991-2e76336610e9,1,227
85cf686a-7d9e-43f4-a0a8-503566a0aae4,1,202
85edb47c-2865-4bf1-b067-338d104dabbe,1,147
864a1ddb-7df7-4055-a23e-d839cab6632c,1,144
8653D072-ED97-462A-A907-97E1C5FF6B00,1,71
865B1D76-7790-41A0-88BB-C7DCFC9D2BE6,3,403
86845b5131c37e77d786355bc68f35ee,4,656
868d7cca-0294-407a-a3c5-8a34f2b17421,1,113
8691ee7f-9556-4323-a3cc-65683cad3979,1,162
86B4179A-010A-4122-B8BC-F3583662FAC8,1,195
86B65182-3BBA-430A-916F-C55390B4F1BC,3,273
86C85D41-4338-4744-8BBD-E79E58D5EA84,3,338
86a8e5aa918f64a78908cf838b7b9844,3,431
86bb9788-dfca-4aa3-ba27-d7f8dfd309a3,3,336
86dd993b-9e5e-45e1-8c0e-b97f5d911d83,1,139
87307A4F-25FB-4653-A7AC-A3C42523FEDD,3,461
8757fbdd-68fc-40d1-a89c-7cfab7a6ba72,1,68
87741F12-93A7-46FD-94F5-3F54904E0B19,1,103
8793AC10-EE7C-4798-975B-F1673B5DD902,4,605
880cdcfb-4696-4f02-b1fb-901c6d5eafe6,3,447
881DEF79-3513-43A0-BAAF-1835E99C7774,4,544
881b5c24-5058-4500-8be9-26ef2044b7ba,1,150
8832f9b2-5178-4c83-a6ee-596c91bd93ec,1,69
88360D21-0DF2-4A76-B75F-E43E5D22BB23,3,210
8846b05b-f170-4a1d-9f04-52091337a7cb,4,677
88545252-d1a4-422e-90b0-09dfb776a917,1,79
8899EE2B-30E2-4D74-BF46-CFCBBBB442A1,3,528
88BCC8B2-7019-4AC4-93A1-8857A809590A,1,94
88D853A8-7308-4F9A-B159-A8C0E1F081B4,1,138
88FC8B23-63BF-49D7-9E67-71E9F4518B23,3,652
88e55293-4a21-4419-86d5-c2d48fff5202,4,410
88e6301b-3bb8-4ce8-82d0-3f9d725b43f6,1,233
890d0a6b-1c2c-45ef-b0ad-6ce2c9329123,3,695
891236E8-6675-473C-99AC-2F633FACE750,3,545
891bf217-d74e-4bff-8de4-7169247b3d34,1,108
894AC888-2685-447E-8845-3C5ED9677829,1,111
89835c91-f4ee-4c79-828e-6f0c600fec89,4,433
89C5B438-51F4-4724-AD90-BC14B4F72F2C,1,187
89CF44CF-C11B-4258-A2CD-C758D061E1CE,1,199
89EC256C-2998-4543-85C3-0EF30E0F9C72,1,193
89F28506-33E0-46BD-A042-B36479BBD316,1,112
89afe553-ea92-41e5-9bd5-bbfdec6bd17c,4,319
8A8E72BD-BDC9-45D1-8808-2B6995A26A7C,3,527
8ADD81A2-303E-4A5B-949D-9F9EF7658C6F,1,157
8AFC5486-5BBF-4930-90C9-3740B5E59D3D,1,116
8AFD9BF5-EEFB-4379-BC51-8109692EEC4C,1,93
8B30510C-54DC-47BF-B41A-91BA5ABBFB62,1,150
8B3EEF76-615C-4A41-94BD-C076423EC23B,3,305
8B506C30-21C1-4AE8-A16A-0DFC3EBC7DA1,3,421
8B5F7765-89F4-43D0-845D-EA56E5A593C2,1,278
8B7576AF-15FE-4C9C-BD9E-0CBD9DFC7542,1,65
8B7D5BE4-4457-4B1B-9FCC-1A1C8D5ACFCB,3,634
8BD482B6-8E02-449B-BD3C-662C5B1F1FE3,1,94
8BE14878-4308-4FAD-BA86-561E518F91D0,1,188
8C559DC9-E194-4EAF-974F-B20B80150418,3,615
8C6028C2-2730-4ADC-85FA-5C814FA35F70,1,104
8C7C0A71-E23A-451A-9A18-47F081EFC51C,1,81
8CA03E78-046B-4815-8867-FAB25D9781EA,1,75
8CACB67A-90EF-4F37-8A95-DFC15EE2FDDA,1,120
8CB5C78A-9F19-4D3A-ACC4-981A29EB69CF,1,172
8D3349B7-FC81-492A-882E-69153077AA6E,5,462
8DA8ABCC-60B9-4F1E-9044-3E52960AC2AD,1,132
8DB15B62-2F2B-4914-94A1-257976BD5CCA,1,80
8DEE6D73-BF44-4335-B86A-641D7E4757D4,1,139
8E09A0DC-614F-4559-B719-2269B0A2772A,1,204
8E4A8EE5-09A0-4FBA-BD1C-6F95F5569350,3,549
8E4F10DF-5620-4157-9C5B-47025411C491,3,323
8E5CB9B5-1DBA-444F-982C-401AB418C084,1,175
8E6A0D70-2E1D-4BFB-93BB-65A53235F7BA,3,301
8EB348C9-A16D-45AD-B3DF-E0BAED5DFFFD,3,692
8EB6D7F1-CC41-4EA2-8F4E-368BF86DD423,1,84
8EBD8477-2F04-4B61-9B7D-A38F34284173,3,306
8ED6EE69-B108-4557-8879-B5F192A60635,3,452
8F20776E-2D9E-4DC3-960F-80D0C6D51995,4,624
8F620AEC-B455-424B-A33C-1488F6895239,1,156
8FAEA384-9F41-4324-8834-EB40F2BB6E3C,3,406
8FB3F8CB-CAB4-4175-9416-9A2307A24C61,3,507
8FCCE324-59D3-421B-9632-FB93FFE83CE9,1,159
8FEDC307-44B4-484A-A186-C2B86451CDF3,5,532
8a8a428a-9dc0-4e9e-8de4-53ee63da9598,1,220
8afc9cf8-6ad6-47e1-a09d-0b9987c49637,3,294
8b29e568-daf5-4619-8cb7-fb0d0bd51c46,1,167
8b2e6e53-583a-43ed-a050-5305bc7b2a18,1,139
8b30bf08-66a5-49a5-a7d8-ea4bb760fdb9,1,227
8b3e441d-3a8b-4271-9231-15fc60f83018,1,173
8b58ff44-b1be-4618-b6a2-1a2f0b17c3c8,1,71
8bc47f93-31bd-423a-93af-adc605fb64cb,1,286
8beb8814-f91d-45f7-99ec-a2a2ea0a3168,1,150
8c0ea28a-6154-4c32-ba49-df357759ea21,1,141
8c281812-f123-41d1-b174-3d3dfccd3f19,3,530
8c5fa12b-4ccd-4ba7-b454-fca8e40150e3,3,467
8c6875c1-eb8c-48bf-bcd7-6325e3b7ddc6,1,146
8caa32ef-a2d9-472a-8295-e6b2faa44f7a,1,105
8d1e0a04-cac7-4e2a-afd0-10eaab571557,1,95
8d44113a-5ec2-4531-8dbe-4b4b2b36bf0e,1,201
8d797eda-899d-46c7-8151-94983e24e10a,1,256
8e14072c-a095-480f-8104-309477bd3f19,1,117
8e9d5c7a-2c09-47e0-b98e-5bfe5b57c68d,1,70
8ebfd5a7-4baf-4984-94b5-539de84ca36f,1,132
8ec6207c-30b7-4111-bb7c-b6526442544d,1,152
8eedcacd-9107-4d93-bfd4-a8a7723181fa,1,132
8eff3681-bf18-417f-8cf3-da6dcb60272e,1,159
8f0e002e-6f0a-40f7-9e13-853b3d65e7cd,1,142
8f1a020d-c742-429a-8fc3-e897f057797a,1,175
8f28c37e-6ad0-47db-b95c-8c91bd3a6c0c,1,111
8f4aa0ee-0a6a-49cc-ba90-b3b15ee5a2f1,1,87
8f6b186b-8fa6-4f19-8604-ba0b3e354468,1,71
8f73e81e-6399-436c-bb70-de34eac464f5,3,331
